Segment Number,Start Longitude,Start Latitude,End Longitude,End Latitude,Location,Landmarks,Landmark long,Landmark lat,Description,Distance (km),Part,Description_new,imagesPath
11,-121.6728243,41.25952485,-120.5226685,39.03072402, Oregon - Ashland,,,,It is a varied terrain with both forest and desert  and you will pass by a lot of large and small lakes  You will walk in Donner Memorial State Park some of the parth. The very large Lake Tahoe is close by  the closest towns to the trail are Tahoe Pines; Homewood and Rubicon Bay,168 km,Part 11,Trail around Lake Tahoe traverses majestic landscapes including Lake Tahoe Basin Management Unit. Ascends toward Ralston Peak and Pyramid Peak with sweeping views of Lake Tahoe and dense forests. Route weaves through rugged terrain with views of forests and mountains; including notable peaks like Granite Chief and Tinker Knob along part of the Tahoe Rim Trail. Nearby towns include Truckee with historical charm and Tahoe City offering lakeside scenery and services., Images/Segment21.jpg
12,-120.5226685,39.03072402,-120.2526102,41.39648189, Oregon - Cowhorn Mountain, Love Falls,-120.6071599,39.5807332, You walk on the egde opf Sierra city. You need to cross North Yuba River and Haypress Creek. When Crossing North Yba Falls You walk very close to Love Falls  This is a hilly stretch where you also have to cross the Middle Fork Feather River,168 km,Part 12,Route crosses North Yuba River and Haypress Creek; passing near scenic North Yuba Falls and Love Falls - popular for picturesque views and cascading water sounds. Proximity to Sierra City provides civilization before returning to secluded Tahoe National Forest paths. Trail continues through Plumas National Forest with dense forests; mountainous vistas and remote wilderness. Path passes near Quincy; a convenient resupply point before continuing through expansive wilderness areas., Images/Segment23.jpg
13,-120.2526102,41.39648189,-117.0334928,34.41036697, Oregon - Three Sisters Wilderness, North Fork Feather River bridge,-121.2814,39.426, If You do the hole trail you are in this segment in the middel or half to reach your desination. You need to cross North Fork Feather River and Yellow Creek You will here walk in Lassen Volcanic National Park. You walk between different Mountans and Peaks. This is a parth with various elevation,168 km,Part 13,Midpoint of the full PCT journey; featuring Bucks Lake Wilderness with Bald Eagle Mountain; Ben Lomond and Snow Mountain. Trail crosses Highway 70 multiple times providing access points. Diverse landscapes include thick forests; rocky outcrops at Castle Rocks and Eagle Rocks. Route continues through volcanic terrain with Lassen Peak - one of the largest plug dome volcanoes worldwide - plus other features like Brokeoff Mountain and Mount Harkness amid mixed forests; mountain streams and meadows., Images/Segment25.jpg
14,-117.0334928,34.41036697,-118.1873901,35.9816611,Oregon - Mount Jefferson Wilderness, McArthur-Burney Falls Memorial State Park,-121.39299,41.0148, You will cross Pit River and come close to Burney Falls; which is 25 meter and defenitly a visit worth. Here You can find campsites and Rental Cabins  You'll walk in Shasta-Trinity National Forrest and Lassen National Forrest. If the water level is high You need to cross several small creeks and streams,168 km,Part 14,Trail crosses Pit River with stunning views near the 25-meter Burney Falls; offering campsites and rental cabins. River area contrasts with surrounding dry terrain; providing unique wildlife habitat. Route passes Burney Mountain before continuing through Shasta-Trinity and Lassen National Forests. Path traverses rugged mountainous area marked by Grizzly Peak; Brushy Butte and Tamarack Mountain; featuring steep climbs and descents through dense forests with occasional clearings for scenic vistas., Images/Segment27.jpg
15,-118.1873901,35.9816611,-121.1902964,40.3041705, Oregon - Bridge of the Gods (Columbia River Gorge),,,, You'll walk through Castle Crags Wilderness and Castle Crags State Park. You will cross Burstarse Creek; Indidan Creek and Popcorn Spring during the trail  You will be able to see several peaks on this parth including: Russian Peak; Deadman Peak; Eagle Peak; Sugar Hill; Craggy Peak; Cory Peak and Mount Eddy,168 km,Part 15,Path through Castle Crags Wilderness and State Park; crossing Burstarse Creek; Indian Creek and Popcorn Spring. Route crosses Sacramento River near Dunsmuir with views of Russian Peak; Deadman Peak; Eagle Peak; Sugar Hill; Craggy Peak; Cory Peak and Mount Eddy. Trail traverses Shasta-Trinity National Forest; California's largest National Forest managed by U.S. Forest Service; featuring diverse ecosystems with dense alpine forests and high mountain meadows blooming with summer wildflowers., Images/Segment29.jpg
16,-121.1902964,40.3041705,-120.9103089,41.42840721, Washington - Trout Lake (Mount Adams), Big Ridge ,-123.233783,41.660206, You will walk in Klamath National forres and Marble Mountain Wilderness. You climpe Big Ridge with the elevation of 2141meters  On this stretch you will pass through Seaid Wally and up over Kangaroo Mountain; Black Mountain and Observation Peak among others. A stretch with many meters of elevation gain,168 km,Part 16,Journey through Klamath National Forest and Marble Mountain Wilderness; featuring vast rugged terrains. Path continues through Seiad Valley and climbs Kangaroo Mountain; Black Mountain and Observation Peak with significant elevation gains rewarded by breathtaking views. Trail winds through remote mountain areas providing immersive wilderness experiences across diverse landscapes from dense forests to rocky outcrops. Seiad Valley offers a checkpoint for resupply along the picturesque Klamath River., Images/Segment31.jpg
17,-120.9103089,41.42840721,-121.0415434,43.73876335, Washington - Mount Rainier National Park, Mount McLoughlin,-122.1352,42.3707, During this par of the trail You'll cross the border between California and Oregon  You will walk in The Sky Lakes Wilderness straddles southern Oregon's Cascade Range from Crater Lake National Park southward to Oregon Route 140. It is approximately 9.7 kmwide and 43 km long. Thelevations ranging from 1.200 m in the canyon of the Middle Fork of the Rogue River to 2.894 m at the top of Mount McLoughlin is the highest peak in southern Oregon,168 km,Part 17,Route traverses Carson-Iceberg Wilderness with Highland Peak; Whitecliff Peak; Sonora Peak and Leavitt Peak; featuring rugged terrain and dramatic elevations along Sierra Nevada's eastern slope. Trail passes through rocky landscapes; glacial remnants; dense conifer forests and various waterways. Path continues through Sky Lakes Wilderness spanning Oregon's Cascade Range from Crater Lake National Park to Oregon Route 140; covering approximately 9.7km width and 43km length with elevations from 1;200m to 2;894m at Mount McLoughlin., Images/Segment20.jpg
18,-121.0415434,43.73876335,-119.5560277,38.22954566,Washington - Snoqualmie Pass, Crater Lake ; Cowhorn Mountain,-122.1037; -122.5131,42.9365; 44.03736, You will walk close by Crater Lake that is surrounded by several high points. This including Garfield Peak; Llao Rock and Grouse Hill  On this part You walk in hilly terrain and pass Cowhorn Mountain which is  2336 meters high,168 km,Part 18,Trail passes close to Crater Lake surrounded by Garfield Peak; Llao Rock and Grouse Hill. Path continues through Crater Lake National Park; established 1902 as Oregon's only national park and America's fifth-oldest. The lake formed 7;700 years ago when a violent eruption collapsed a tall peak; creating America's deepest lake; known for blue water atop the Cascade Range. Route continues through hilly terrain past 2;336-meter Cowhorn Mountain with several lakes providing water sources and scenic camping spots., Images/Segment35.jpg
19,-119.5560277,38.22954566,-120.9097673,47.48759545,Washington - Glacier Peak Wilderness,The Tree Sisters,,, In this Segment You will walk through Willamette National Forrest and Deschutes National Forrest and pass several lakes  On this part of the trail You walk past tree vulcanos that is caled The Tree Sisters. When You have Middel Sister and South sister on one side You will have the moutan The husband on the other side of you,168 km,Part 19,Path through Oregon's volcanic landscape featuring the iconic Three Sisters volcanoes with North; Middle and South Sister each displaying distinct features. The Husband peak appears on the opposite side creating a dramatic skyline. Trail traverses Three Sisters Wilderness with diverse ecosystems including alpine forests; lava fields and wildflower meadows. Route continues through Mount Jefferson and Mount Washington Wilderness areas with the distinctive spire-topped Mount Washington; offering solitude amid steep rocky ascents and serene forest walks., Images/Segment37.jpg
20,-120.9097673,47.48759545,-122.2060291,41.29436795,Washington - Stehekin (Lake Chelan), Mount Hood,-121.5672,45.5381, On this part of the trial You will wlak in the National Park of Mount Hood  Mount Hood is also known as Wy'east. It is an active stratovolcano. The summit elavation is 3.429 meter and has glaciers all year,168 km,Part 20,Trail winds through Oregon's Clackamas Wilderness passing Olallie Butte - a volcanic cone overlooking numerous lakes and forests - with views of towering Mount Jefferson. Path continues to Mount Hood (Wy'east); an active 3;429-meter stratovolcano with year-round glaciers. As Oregon's highest peak; it's visible from Portland and surrounded by Mount Hood Wilderness; designated in 1964 and expanded later; featuring alpine meadows; mountain streams and old-growth forests., Images/Segment39.jpg
21,-122.2060291,41.29436795,-120.9819731,44.47995183, Northern Washington & Canada Border - Pasayten Wilderness,Brigde of the Gods,-121.9179,45.6543, On this part You'll cross the Columbia River and also the border between Oregon and Washinton. On both sides You walk in forrest. This could be a good place to stock up as you come right through the town of Casade Locks which is the biggest city You will go through  Now You are walkning in Gifford Pinoct National Forrest. It contains over 1.3 milion acers of green forests soaring mountains; dewy meadows; and rapid streams,168 km,Part 21,Trail crosses Columbia River and Oregon-Washington border through forested areas. Cascade Locks town provides resupply opportunities. Path continues through Gifford Pinchot National Forest with over 1.3 million acres of forests; mountains; meadows and streams. Route meanders through Indian Heaven Wilderness with old-growth forests; alpine lakes and wildflower meadows. Trail passes Sawtooth Mountain; Bird Mountain and Lemel Rock; known for striking autumn foliage in brilliant orange; red and yellow hues., Images/Segment41.jpg
22,-120.9819731,44.47995183,-118.7406261,35.49817852, Northern Washington & Canada Border - Windy Pass, Mount Adams;  Mount Rainer,-121.4879; -121.5672,46.2014; 45.5381, On this part You walk through the Mount Adams Wildersness; where the trail take you close to the mountan and the glacier  Mount Rainier is the most glaciated peak in the contiguous U.S.A.; spawning five major rivers. You will see subalpine wildflower meadows ring the icy volcano while ancient forest cloaks Mount Rainiers lower slopes,168 km,Part 22,Route through Mount Adams Wilderness near the mountain and glacier; continuing through Goat Rock Wilderness close to Gilbert Peak (2;494m) - the highest summit in the eroded remnants of an extinct stratovolcano featuring Meade and Conrad Glaciers. Path continues near Mount Rainier through William O. Douglas and Norse Peak Wilderness areas; offering views of subalpine wildflower meadows against white glaciers and ancient forests. Trail passes Norse Peak; Crown Point and Pigtail Peak., Images/Segment43.jpg
23,-118.7406261,35.49817852,-120.168978,39.96090822, Northern Washington & Canada Border - Monument 78 (Canada Border) ,,,,You are walking in Norse Peak Wildernes  You go thrugh Snoqualmie is best known as the home of Snoqualmie Falls- a breathtaking waterfall cascading 81.6 meter over granite cliffs. Snoqualmie Falls is the second most visited natural landmark in Washington after Mount Rainier. It is more than twice as high as Niagara Falls! ,168 km,Part 23,Trail through Norse Peak Wilderness passing Kelly Butte Lookout (1;640m) with panoramic views of forests and distant peaks. Built 1920s and reconstructed 1950s. Route continues through Snoqualmie Pass (919m); a vital Cascade Range mountain pass 50 miles east of Seattle carrying Interstate 90. Path traverses Alpine Lakes Wilderness with deep valleys; craggy peaks and numerous alpine lakes; then enters Henry M. Jackson Wilderness (41;803 ha) with rugged terrain draining into Sauk and Skykomish Rivers., Images/Segment45.jpg
24,-120.168978,39.96090822,-117.7006807,35.68607544, Northern Washington & Canada Border - Chilliwack, British Columbia,,,You are walking in Alpine Lake Wildernes  You are walking in the north and meeting several glaciers including Kennedy Peak and Glacier Peak,168 km,Part 24,Trail features Mount David (2;260m) in Chelan County within Glacier Peak Wilderness managed by Okanogan-Wenatchee National Forest. Route passes near Glacier Peak (3;213m); Washington's fourth-highest peak featuring White Chuck; Kennedy and Suiattle glaciers. Path traverses Glacier Peak Wilderness (229;075 ha); designated 1964; with steep terrain; mountainous landscapes; old-growth forests and alpine lakes while protecting the upper drainage basin of Sauk; Suiattle and White Chuck Rivers., Images/Segment47.jpg
25,-117.7006807,35.68607544,-121.3794886,47.0791355, Northern Washington & Canada Border - Fraser Valley ,,,, In theese segments the trail cover some of the most challenging and rewarding terrain of the PCT; culminating in the alpine glory of the North Cascades  This is the most northly part of the trail,168 km,Part 25,Northern trail section through high alpine peaks and remote wilderness offering breathtaking views and true backcountry experience. Path meanders near Bonanza Peak; Mount Fernow and Lake Chelan National Recreation Area with significant elevation changes passing Goode Mountain and Black Peak. Route continues to Mount Winthrop (2;393m) in Okanogan County before reaching Northern Terminus at US-Canada border near Manning Park; British Columbia; marked by wooden monument signifying end/beginning of 4;690km journey., Images/Segment49.jpg
