Segment Number,Start Longitude,Start Latitude,End Longitude,End Latitude,Location,Landmarks,Landmark long,Landmark lat,Description,Distance (km),Part,Description_new,imagesPath
11,-120.0047009,40.98451283,-119.0765253,37.09358935, Sierra Nevada & Northern California - Lake Tahoe,,,, You are walking in an area with many mountains and you encounter many altitude differences at the same time there are many larger and smaller lakes  You walk in both Ansel Adams Wildernes and the great Yosemite National Park. It was first protected in 1864.Yosemite National Park is best known for its waterfalls but you can find deep valleys and grand meadows as well,140.8 km,Part 11,Navigate Sierra Nevada's dramatic altitude changes around peaks like Bloody Mountain; Red Slate Mountain; Bear Creek Spire; and Seven Gables. Encounter lakes near Silver Peak and Mammoth Lakes. Traverse Ansel Adams Wilderness and Yosemite National Park with Mount Ritter; Mount Lyell; Mount Dana; and Clouds Rest; experiencing waterfalls; valleys; meadows and ancient sequoias; connecting with American wilderness history., Images/Segment17.jpg
12,-119.0765253,37.09358935,-121.6728243,41.25952485, Sierra Nevada & Northern California - Feather River,,,, As the trail moves northward; it traverses the lush forests of Northern California; with a mix of steep inclines and dense woodland  During this par of the trail You'll cross the border between California and Oregon,140.8 km,Part 12,Experience Yosemite and Hoover Wilderness with lush forests; steep inclines and rugged paths. Wind through dense woodlands with clearings offering views of Tower Peak. This challenging backcountry journey rewards with solitude and wildlife encounters. Continue through Carson-Iceberg Wilderness with Highland Peak; Whitecliff Peak; Sonora Peak; and Leavitt Peak; featuring rocky landscapes; glacial remnants; dense conifer forests and various waterways., Images/Segment19.jpg
13,-121.6728243,41.25952485,-117.2147623,33.88942411, Oregon - Ashland,,,,It is a varied terrain with both forest and desert  and you will pass by a lot of large and small lakes,140.8 km,Part 13,The Lake Tahoe trail offers majestic landscapes through the Lake Tahoe Basin Management Unit. Ascend Ralston Peak and Pyramid Peak for sweeping views of the lake and dense forests. The area is renowned for stunning natural beauty with towering peaks and lush valleys; attracting both seasoned hikers and scenic enthusiasts; with unique recreational opportunities., Images/Segment21.jpg
14,-117.2147623,33.88942411,-118.8112043,35.36068351, Oregon - Crater Lake National Park, Love Falls,-120.6071599,39.5807332, You will walk in Donner Memorial State Park some of the parth. The very large Lake Tahoe is close by  the closest towns to the trail are Tahoe Pines; Homewood and Rubicon Bay  You walk on the egde opf Sierra city. You need to cross North Yuba River and Haypress Creek. When Crossing North Yba Falls You walk very close to Love Falls,140.8 km,Part 14,Near Lake Tahoe; the trail weaves through rugged terrain with forest and mountain views. Notable peaks include Granite Chief and Tinker Knob. Nearby towns Truckee and Tahoe City offer amenities; historical charm and services. Cross North Yuba River and Haypress Creek; passing close to scenic North Yuba Falls and Love Falls - popular for picturesque views and cascading water sounds., Images/Segment22.jpg
15,-118.8112043,35.36068351,-118.6124795,35.95739742, Oregon - Willamette National Forest, North Fork Feather River bridge,-121.2814,39.426, This is a hilly stretch where you also have to cross the Middle Fork Feather River  If You do the hole trail you are in this segment in the middel or half to reach your desination. You need to cross North Fork Feather River and Yellow Creek,140.8 km,Part 15,Traverse Plumas National Forest through dense forests; mountainous vistas and remote wilderness. Enjoy solitude and rich biodiversity among various tree species; wildflowers and wildlife. Pass near Quincy for resupply. This segment marks the trail's halfway point; winding through Bucks Lake Wilderness past Bald Eagle Mountain; Ben Lomond; Snow Mountain; Castle Rocks and Eagle Rocks; crossing Highway 70 multiple times., Images/Segment24.jpg
16,-118.6124795,35.95739742,-117.0334928,34.41036697, Oregon - Mount Washington Wilderness,,,,You will here walk in Lassen Volcanic National Park. You walk between different Mountans and Peaks. This is a parth with various elevation,140.8 km,Part 16,Navigate diverse volcanic landscapes with Lassen Peak; one of the world's largest plug dome volcanoes; as backdrop. The trail skirts Brokeoff Mountain and Mount Harkness; enhancing the trek with educational opportunities. Wind through mixed forests; mountain streams and meadows with diverse ecosystems and wildlife; combining volcanic landmarks and natural beauty with physical challenges., Images/Segment26.jpg
17,-117.0334928,34.41036697,-118.1873901,35.9816611,Oregon - Mount Jefferson Wilderness, McArthur-Burney Falls Memorial State Park,-121.39299,41.0148, You will cross Pit River and come close to Burney Falls; which is 25 meter and defenitly a visit worth. Here You can find campsites and Rental Cabins  You'll walk in Shasta-Trinity National Forrest and Lassen National Forrest. If the water level is high You need to cross several small creeks and streams,140.8 km,Part 17,Experience varied landscapes of rolling hills; dense forests and meadows while crossing Pit River with its stunning views. The river area contrasts with surrounding dry terrain; creating unique wildlife habitat. Pass near Burney Mountain and the town of Burney for resupply. Traverse rugged mountainous terrain with Grizzly Peak; Brushy Butte and Tamarack Mountain; offering panoramic views through forests and clearings., Images/Segment27.jpg
18,-118.1873901,35.9816611,-121.1902964,40.3041705, Oregon - Bridge of the Gods (Columbia River Gorge),,,, You'll walk through Castle Crags Wilderness and Castle Crags State Park. You will cross Burstarse Creek; Indidan Creek and Popcorn Spring during the trail  You will be able to see several peaks on this parth including: Russian Peak; Deadman Peak; Eagle Peak; Sugar Hill; Craggy Peak; Cory Peak and Mount Eddy,140.8 km,Part 18,Trek through Castle Crags Wilderness and State Park; crossing Burstarse Creek; Indian Creek and Popcorn Spring. The trail crosses the Sacramento River near Dunsmuir. View peaks including Russian Peak; Deadman Peak; Eagle Peak; Sugar Hill; Craggy Peak; Cory Peak and Mount Eddy. Traverse Shasta-Trinity National Forest (California's largest) through diverse ecosystems including dense alpine forests and wildflower meadows., Images/Segment29.jpg
19,-121.1902964,40.3041705,-121.3046789,41.5344634, Washington - Trout Lake (Mount Adams), Big Ridge ,-123.233783,41.660206, You will walk in Klamath National forres and Marble Mountain Wilderness. You climpe Big Ridge with the elevation of 2141meters,140.8 km,Part 19,Journey through Klamath National Forest and Marble Mountain Wilderness with expansive; rugged terrains; vast wilderness and dramatic landscapes. Climb Big Ridge at 2;141 meters elevation., Images/Segment31.jpg
20,-121.3046789,41.5344634,-121.0452843,40.01036975, Washington - Goat Rocks Wilderness,,,, On this stretch you will pass through Seaid Wally and up over Kangaroo Mountain; Black Mountain and Observation Peak among others. A stretch with many meters of elevation gain  During this par of the trail You'll cross the border between California and Oregon,140.8 km,Part 20,Navigate through Seiad Valley and over Kangaroo Mountain; Black Mountain and Observation Peak with significant elevation gains. The remote trail winds between mountains through diverse landscapes from dense forests to rocky outcrops. Seiad Valley along the Klamath River offers resupply. Continue through Carson-Iceberg Wilderness past Highland Peak; Whitecliff Peak; Sonora Peak and Leavitt Peak; experiencing rugged terrain and stark Sierra eastern slopes., Images/Segment20.jpg
21,-121.0452843,40.01036975,-118.1604601,36.32015036,Washington - White Pass , Mount McLoughlin;  Crater Lake ,-122.1352; -122.1037,42.3707; 42.9365, You will walk in The Sky Lakes Wilderness straddles southern Oregon's Cascade Range from Crater Lake National Park southward to Oregon Route 140. It is approximately 9.7 kmwide and 43 km long. Thelevations ranging from 1.200 m in the canyon of the Middle Fork of the Rogue River to 2.894 m at the top of Mount McLoughlin is the highest peak in southern Oregon  You will walk close by Crater Lake that is surrounded by several high points. This including Garfield Peak; Llao Rock and Grouse Hill,140.8 km,Part 21,Cross Sky Lakes Wilderness in Oregon's Cascade Range (9.7km wide; 43km long) with elevations from 1;200m at Middle Fork Rogue River to 2;894m at Mount McLoughlin. Visit Crater Lake National Park (est. 1902); surrounded by Garfield Peak; Llao Rock and Grouse Hill. The 7;700-year-old lake formed after a violent eruption collapsed a tall peak; creating America's deepest and most pristine lake., Images/Segment34.jpg
22,-118.1604601,36.32015036,-119.5560277,38.22954566,Washington - Stevens Pass,Cowhorn Mountain,-122.5131,44.03736, On this part You walk in hilly terrain and pass Cowhorn Mountain which is  2336 meters high,140.8 km,Part 22,Experience serene hiking with expansive views; lush forests and Diamond Peak's rugged slopes. Pass 2;336-meter Cowhorn Mountain through hilly terrain. The trail skirts several lakes; providing water sources and scenic camping spots., Images/Segment36.jpg
23,-119.5560277,38.22954566,-120.9097673,47.48759545,Washington - Glacier Peak Wilderness,The Tree Sisters,,, In this Segment You will walk through Willamette National Forrest and Deschutes National Forrest and pass several lakes  On this part of the trail You walk past tree vulcanos that is caled The Tree Sisters. When You have Middel Sister and South sister on one side You will have the moutan The husband on the other side of you,140.8 km,Part 23,Traverse Oregon's volcanic landscape passing the iconic Three Sisters volcanoes with close-up views of North; Middle and South Sister on one side and The Husband peak on the other. The trail crosses Three Sisters Wilderness with diverse ecosystems including alpine forests; lava fields and wildflower meadows. Continue through Mount Jefferson and Mount Washington Wilderness areas with the distinctive spire-topped Mount Washington., Images/Segment37.jpg
24,-120.9097673,47.48759545,-122.2060291,41.29436795,Washington - Stehekin (Lake Chelan), Mount Hood,-121.5672,45.5381, On this part of the trial You will wlak in the National Park of Mount Hood  Mount Hood is also known as Wy'east. It is an active stratovolcano. The summit elavation is 3.429 meter and has glaciers all year,140.8 km,Part 24,Wind through Oregon's landscape with notable buttes and Clackamas Wilderness. Pass Olallie Butte overlooking numerous lakes and dense forests with views of Mount Jefferson. Approach Mount Hood (Wy'east); an active 3;429-meter stratovolcano with year-round glaciers - Oregon's highest peak; visible from Portland. The surrounding Mount Hood Wilderness (est. 1964) offers alpine meadows; mountain streams and old-growth forests., Images/Segment39.jpg
25,-122.2060291,41.29436795,-120.7729367,39.9237451, Northern Washington & Canada Border - Pasayten Wilderness,Brigde of the Gods,-121.9179,45.6543, On this part You'll cross the Columbia River and also the border between Oregon and Washinton. On both sides You walk in forrest. This could be a good place to stock up as you come right through the town of Casade Locks which is the biggest city You will go through,140.8 km,Part 25,Cross Columbia River and the Oregon-Washington border. Walk through forests on both sides. Cascade Locks; the largest city on the trail; provides an excellent resupply point., Images/Segment41.jpg
26,-120.7729367,39.9237451,-121.0040931,41.68499147,Northern Washington & Canada Border - Holman Pass, Mount Adams,-121.4879,46.2014, Now You are walkning in Gifford Pinoct National Forrest. It contains over 1.3 milion acers of green forests soaring mountains; dewy meadows; and rapid streams  On this part You walk through the Mount Adams Wildersness; where the trail take you close to the mountan and the glacier,140.8 km,Part 26,Traverse Indian Heaven Wilderness with old-growth forests; alpine lakes and wildflower meadows. Pass Sawtooth Mountain; Bird Mountain and Lemel Rock with their vibrant autumn colors. Enter Mount Adams Wilderness near the mountain and glacier; then through Goat Rocks Wilderness near 2;494-meter Gilbert Peak - the highest summit in the eroded remnants of an extinct stratovolcano with Meade and Conrad Glaciers., Images/Segment42.jpg
27,-121.0040931,41.68499147,-121.6030659,42.04273335, Northern Washington & Canada Border - Castle Pass, Mount Rainer,-121.5672,45.5381, Mount Rainier is the most glaciated peak in the contiguous U.S.A.; spawning five major rivers. You will see subalpine wildflower meadows ring the icy volcano while ancient forest cloaks Mount Rainiers lower slopes You are walking in Norse Peak Wildernes,140.8 km,Part 27,Journey near Mount Rainier; the most glaciated peak in the contiguous US. Traverse William O. Douglas and Norse Peak Wilderness with subalpine wildflower meadows and ancient forests. Pass Norse Peak; Crown Point; Pigtail Peak and Kelly Butte Lookout (1;640m) with its panoramic views. Cross Snoqualmie Pass (919m); an important Cascade Range mountain pass 50 miles east of Seattle carrying Interstate 90., Images/Segment44.jpg
28,-121.6030659,42.04273335,-120.168978,39.96090822, Northern Washington & Canada Border - Manning Park (Canada),,,, You go thrugh Snoqualmie is best known as the home of Snoqualmie Falls- a breathtaking waterfall cascading 81.6 meter over granite cliffs. Snoqualmie Falls is the second most visited natural landmark in Washington after Mount Rainier. It is more than twice as high as Niagara Falls! ,140.8 km,Part 28,Cross Alpine Lakes Wilderness with rugged terrain; deep valleys; craggy peaks and numerous lakes. Features include challenging climbs and scenic Chimney Rock. Enter Henry M. Jackson Wilderness (41;803 ha); created by 1984 Washington Wilderness Act and named after the senator instrumental in designating many state wilderness areas. The terrain features steep slopes and finger ridges with streams draining into Sauk and Skykomish Rivers., Images/Segment46.jpg
29,-120.168978,39.96090822,-117.7006807,35.68607544, Northern Washington & Canada Border - Chilliwack, British Columbia,,,You are walking in Alpine Lake Wildernes  You are walking in the north and meeting several glaciers including Kennedy Peak and Glacier Peak,140.8 km,Part 29,View 2;260-meter Mount David in Chelan County within Okanogan-Wenatchee National Forest. Encounter Kennedy Peak and 3;213-meter Glacier Peak - Washington's fourth highest with White Chuck; Kennedy and Suiattle glaciers. The surrounding Glacier Peak Wilderness (229;075 ha; est. 1964) protects the upper drainage basin of Sauk; Suiattle and White Chuck Rivers with steep terrain; old-growth forests and alpine lakes offering challenging backcountry opportunities., Images/Segment47.jpg
30,-117.7006807,35.68607544,-121.3794886,47.0791355, Northern Washington & Canada Border - Fraser Valley ,,,, In theese segments the trail cover some of the most challenging and rewarding terrain of the PCT; culminating in the alpine glory of the North Cascades  This is the most northly part of the trail,140.8 km,Part 30,Experience challenging terrain with high alpine peaks and remote wilderness. The trail passes near Bonanza Peak; Mount Fernow; and Lake Chelan National Recreation Area with significant elevation changes near Goode Mountain and Black Peak. View 2;393-meter Mount Winthrop in Okanogan County. The Northern Terminus at the US-Canada border near Manning Park; British Columbia marks the end/beginning of the 4;690-kilometer journey., Images/Segment49.jpg
