Segment Number,Start Longitude,Start Latitude,End Longitude,End Latitude,Location,Landmarks,Landmark long,Landmark lat,Description,Distance (km),Part,Description_new,imagesPath
14,-121.2857281,42.2562489,-121.3174455,42.14187776, Sierra Nevada & Northern California - Tuolumne Meadows,,,, You are walking in an area with many mountains. Some of the ones you can see on the trip are: Mount Withney; Mount Langley; Kern Peak; Cirque Peak,94.4 km,Part 14,The path traverses breathtaking landscapes dominated by Sierra Nevada's highest peaks. From north to south; you encounter Mount Stanford and Mount Williamson; towering over the trail with challenging climbs and rewarding views. The trail continues toward iconic Mount Whitney; then descends slightly toward Mount Langley and Cirque Peak before culminating near Muah Mountain., Images/Segment15.jpg
15,-121.3174455,42.14187776,-120.0047009,40.98451283, Sierra Nevada & Northern California - Sonora Pass,,,, You are in the middel of Inyo National Forrest. Inyo National Forest extends approximately 265 kilometers near the California and Nevada border. It covers about 809.371 hectares mostly on the eastern slope of the Sierra Nevada,94.4 km,Part 15,Located in Inyo National Forest; which extends 265 kilometers near the California-Nevada border covering 809;371 hectares on the Sierra Nevada's eastern slope. The trail passes between Mount Clarence King; Acrodectes Peak; Mount Goddard; and Mount Darwin - -a flat-topped 4;218-meter peak on the border of Fresno and Inyo counties., Images/Segment16.jpg
16,-120.0047009,40.98451283,-119.3990414,42.26149933, Sierra Nevada & Northern California - Lake Tahoe,,,, You are walking in an area with many mountains and you encounter many altitude differences at the same time there are many larger and smaller lakes,94.4 km,Part 16,This Sierra Nevada segment features dramatic altitude changes around peaks like Bloody Mountain; Red Slate Mountain; Mount Morgan; Bear Creek Spire; and Seven Gables. Various lakes near Silver Peak and Mammoth Lakes offer serene vistas. The trail combines high peaks and water bodies creating a dynamic hiking experience with photography and wildlife observation opportunities., Images/Segment17.jpg
17,-119.3990414,42.26149933,-119.0765253,37.09358935, Sierra Nevada & Northern California - Donner Memorial State Park,,,, You walk in both Ansel Adams Wildernes and the great Yosemite National Park. It was first protected in 1864.Yosemite National Park is best known for its waterfalls but you can find deep valleys and grand meadows as well,94.4 km,Part 17,Traverse the Ansel Adams Wilderness and Yosemite National Park; experiencing pristine alpine scenery with peaks like Mount Ritter and Mount Lyell before entering Yosemite; known for biodiversity; waterfalls; valleys; meadows; and sequoias. Key landmarks include Mount Dana and Clouds Rest offering expansive views; connecting you with American wilderness conservation history., Images/Segment18.jpg
18,-119.0765253,37.09358935,-121.6728243,41.25952485, Sierra Nevada & Northern California - Feather River,,,, As the trail moves northward; it traverses the lush forests of Northern California; with a mix of steep inclines and dense woodland  During this par of the trail You'll cross the border between California and Oregon,94.4 km,Part 18,The trail navigates through the northern Yosemite Wilderness and Hoover Wilderness with lush forests and challenging terrain. It passes through Tower Peak; offering deep backcountry experiences with physically demanding journeys through the Carson-Iceberg Wilderness. Notable landmarks include Highland Peak; Whitecliff Peak; Sonora Peak; and Leavitt Peak; featuring rugged terrain and glacial remnants., Images/Segment19.jpg
19,-121.6728243,41.25952485,-117.2147623,33.88942411, Oregon - Ashland,,,,It is a varied terrain with both forest and desert  and you will pass by a lot of large and small lakes,94.4 km,Part 19,The Lake Tahoe trail offers a captivating journey through majestic landscapes in the Lake Tahoe Basin Management Unit. It ascends towards Ralston Peak and Pyramid Peak providing sweeping views of the lake and dense forests. This breathtaking section attracts both seasoned hikers and scenic experience seekers; with unique recreational opportunities nearby., Images/Segment21.jpg
20,-117.2147623,33.88942411,-120.5226685,39.03072402, Oregon - Crater Lake National Park,,,, You will walk in Donner Memorial State Park some of the parth. The very large Lake Tahoe is close by  the closest towns to the trail are Tahoe Pines; Homewood and Rubicon Bay,94.4 km,Part 20,This segment near Lake Tahoe weaves through rugged terrain with scenic forest and mountain views. Notable peaks include Granite Chief and Tinker Knob; part of the Tahoe Rim Trail. The nearby towns of Truckee and Tahoe City offer amenities; historical charm; and services for resupply and relaxation; blending wilderness hiking with community access., Images/Segment22.jpg
21,-120.5226685,39.03072402,-118.8112043,35.36068351, Oregon - Cowhorn Mountain, Love Falls,-120.6071599,39.5807332, You walk on the egde opf Sierra city. You need to cross North Yuba River and Haypress Creek. When Crossing North Yba Falls You walk very close to Love Falls,94.4 km,Part 21,The path crosses North Yuba River and Haypress Creek; featuring beautiful natural water formations. Near the North Yuba River crossing; you'll come close to North Yuba Falls and Love Falls; popular spots for their picturesque views and cascading water sounds. The proximity to Sierra City provides civilization before returning to secluded Tahoe National Forest paths., Images/Segment23.jpg
22,-118.8112043,35.36068351,-120.2526102,41.39648189, Oregon - Willamette National Forest,,,, This is a hilly stretch where you also have to cross the Middle Fork Feather River,94.4 km,Part 22,This section traverses Plumas National Forest through dense forests; mountainous vistas; and remote wilderness. Surrounded by Northern Sierra Nevada's natural beauty; the isolated trail offers peaceful solitude and rich biodiversity. Nearby Quincy provides a convenient resupply point before continuing through expansive wilderness ideal for immersion in the Sierra Nevada's less-traveled paths., Images/Segment24.jpg
23,-120.2526102,41.39648189,-118.6124795,35.95739742, Oregon - Three Sisters Wilderness, North Fork Feather River bridge,-121.2814,39.426, If You do the hole trail you are in this segment in the middel or half to reach your desination. You need to cross North Fork Feather River and Yellow Creek,94.4 km,Part 23,Marking the midpoint for thru-hikers; this section traverses Bucks Lake Wilderness with prominent features like Bald Eagle Mountain; Ben Lomond; and Snow Mountain. The trail crosses Highway 70 multiple times providing access points. Hikers enjoy diverse landscapes including forests; rocky outcrops at Castle and Eagle Rocks; and wildlife viewing in less frequented areas., Images/Segment25.jpg
24,-118.6124795,35.95739742,-117.0334928,34.41036697, Oregon - Mount Washington Wilderness,,,,You will here walk in Lassen Volcanic National Park. You walk between different Mountans and Peaks. This is a parth with various elevation,94.4 km,Part 24,Navigate diverse volcanic landscapes featuring Lassen Peak; one of the world's largest plug dome volcanoes; alongside Brokeoff Mountain and Mount Harkness. The path winds through mixed forests; mountain streams; and meadows providing varied ecosystems and wildlife viewing opportunities. Volcanic landmarks and natural beauty enrich the hiking experience with physical challenges., Images/Segment26.jpg
25,-117.0334928,34.41036697,-121.5109129,40.78390028,Oregon - Mount Jefferson Wilderness, McArthur-Burney Falls Memorial State Park,-121.39299,41.0148, You will cross Pit River and come close to Burney Falls; which is 25 meter and defenitly a visit worth. Here You can find campsites and Rental Cabins,94.4 km,Part 25,The trail offers rolling hills; dense forests; and meadows with a river crossing adding dynamic elements. Near Pit River; hikers enjoy stunning views and wildlife habitats contrasting with surrounding dry terrain. The trail passes near Burney Mountain for dramatic views and challenging hiking; with Burney nearby for convenient resupply before continuing through serene paths., Images/Segment27.jpg
26,-121.5109129,40.78390028,-118.1873901,35.9816611, Oregon - Timberline Lodge (Mount Hood),,,, You'll walk in Shasta-Trinity National Forrest and Lassen National Forrest. If the water level is high You need to cross several small creeks and streams,94.4 km,Part 26,The path traverses rugged mountainous terrain marked by Grizzly Peak; Brushy Butte; and Tamarack Mountain; offering panoramic views and wilderness immersion. Characterized by steep climbs and descents testing hiker endurance across varied elevations; the landscape features dense forests and occasional clearings providing scenic vistas and wildlife observation opportunities., Images/Segment28.jpg
27,-118.1873901,35.9816611,-121.1902964,40.3041705, Oregon - Bridge of the Gods (Columbia River Gorge),,,, You'll walk through Castle Crags Wilderness and Castle Crags State Park. You will cross Burstarse Creek; Indidan Creek and Popcorn Spring during the trail  You will be able to see several peaks on this parth including: Russian Peak; Deadman Peak; Eagle Peak; Sugar Hill; Craggy Peak; Cory Peak and Mount Eddy,94.4 km,Part 27,Traverse Castle Crags Wilderness and State Park; crossing Burstarse Creek; Indian Creek; and Popcorn Spring. The Sacramento River crossing near Dunsmuir is significant. Peaks include Russian Peak; Deadman Peak; Eagle Peak; Sugar Hill; Craggy Peak; Cory Peak; and Mount Eddy. Shasta-Trinity National Forest; California's largest; offers diverse ecosystems from alpine forests to wildflower meadows., Images/Segment29.jpg
28,-121.1902964,40.3041705,-121.3046789,41.5344634, Washington - Trout Lake (Mount Adams), Big Ridge ,-123.233783,41.660206, You will walk in Klamath National forres and Marble Mountain Wilderness. You climpe Big Ridge with the elevation of 2141meters,94.4 km,Part 28,This segment traverses the expansive rugged terrains of Klamath National Forest and Marble Mountain Wilderness; known for dramatic landscapes. You'll climb Big Ridge at 2;141 meters elevation., Images/Segment31.jpg
29,-121.3046789,41.5344634,-120.9103089,41.42840721, Washington - Goat Rocks Wilderness,,,, On this stretch you will pass through Seaid Wally and up over Kangaroo Mountain; Black Mountain and Observation Peak among others. A stretch with many meters of elevation gain,94.4 km,Part 29,Passing through Seiad Valley; the trail climbs Kangaroo Mountain; Black Mountain; and Observation Peak with significant elevation gain rewarded by breathtaking views. The route winds through remote areas between mountains for an immersive wilderness experience across diverse landscapes from forests to rocky outcrops. Seiad Valley offers a resupply checkpoint along the Klamath River., Images/Segment32.jpg
30,-120.9103089,41.42840721,-121.0452843,40.01036975, Washington - Mount Rainier National Park,,,, During this par of the trail You'll cross the border between California and Oregon,94.4 km,Part 30,This impressive section through Carson-Iceberg Wilderness features Highland Peak; Whitecliff Peak; Sonora Peak; and Leavitt Peak. The stretch showcases rugged terrain; dramatic elevations; and the Sierra's eastern slope beauty. The wilderness is known for rocky landscapes; glacial remnants; geological formations; dense conifer forests; and waterways; with peaks offering spectacular high-altitude views., Images/Segment20.jpg
31,-121.0452843,40.01036975,-121.0415434,43.73876335,Washington - White Pass , Mount McLoughlin,-122.1352,42.3707, You will walk in The Sky Lakes Wilderness straddles southern Oregon's Cascade Range from Crater Lake National Park southward to Oregon Route 140. It is approximately 9.7 kmwide and 43 km long. Thelevations ranging from 1.200 m in the canyon of the Middle Fork of the Rogue River to 2.894 m at the top of Mount McLoughlin is the highest peak in southern Oregon,94.4 km,Part 31,Sky Lakes Wilderness straddles Oregon's Cascade Range from Crater Lake National Park to Oregon Route 140; spanning approximately 9.7 km wide and 43 km long. Elevations range from 1;200 m at Middle Fork Rogue River to 2;894 m at Mount McLoughlin; southern Oregon's highest peak., Images/Segment34.jpg
32,-121.0415434,43.73876335,-118.1604601,36.32015036,Washington - Snoqualmie Pass, Crater Lake ,-122.1037,42.9365, You will walk close by Crater Lake that is surrounded by several high points. This including Garfield Peak; Llao Rock and Grouse Hill,94.4 km,Part 32,Walk near Crater Lake surrounded by Garfield Peak; Llao Rock; and Grouse Hill within Crater Lake National Park. Formed 7;700 years ago when a violent eruption collapsed a tall peak; the lake is America's deepest and one of Earth's most pristine. Established in 1902; it's Oregon's only national park and the fifth-oldest in the US., Images/Segment35.jpg
33,-118.1604601,36.32015036,-119.5560277,38.22954566,Washington - Stevens Pass,Cowhorn Mountain,-122.5131,44.03736, On this part You walk in hilly terrain and pass Cowhorn Mountain which is  2336 meters high,94.4 km,Part 33,Offering serene hiking through expansive views; lush forests; and Diamond Peak's rugged slopes; this section passes Cowhorn Mountain (2;336 meters). The trail also skirts several lakes providing water sources and scenic camping spots ideal for relaxation., Images/Segment36.jpg
34,-119.5560277,38.22954566,-117.3918106,35.04545113,Washington - Glacier Peak Wilderness,,,, In this Segment You will walk through Willamette National Forrest and Deschutes National Forrest and pass several lakes,94.4 km,Part 34,This segment traverses Oregon's volcanic landscape passing the iconic Three Sisters volcanoes. Hikers gain close-up views of North; Middle; and South Sister while The Husband stands opposite; creating a dramatic skyline. The Three Sisters Wilderness offers diverse ecosystems including alpine forests; lava fields; and wildflower meadows; making this a memorable PCT section., Images/Segment37.jpg
35,-117.3918106,35.04545113,-120.9097673,47.48759545,Washington - North Cascades National Park,The Tree Sisters,,, On this part of the trail You walk past tree vulcanos that is caled The Tree Sisters. When You have Middel Sister and South sister on one side You will have the moutan The husband on the other side of you,94.4 km,Part 35,Traverse Mount Jefferson and Mount Washington Wildernesses; known for rugged terrain and volcanic features. Mount Washington; with its distinctive spire-like top; stands out in this less crowded area offering solitude. The trail combines steep rocky ascents and serene forest walks with wildlife viewing and panoramic Cascade Range vistas; delivering a classic Pacific Northwest experience., Images/Segment38.jpg
36,-120.9097673,47.48759545,-122.2060291,41.29436795,Washington - Stehekin (Lake Chelan), Mount Hood,-121.5672,45.5381, On this part of the trial You will wlak in the National Park of Mount Hood  Mount Hood is also known as Wy'east. It is an active stratovolcano. The summit elavation is 3.429 meter and has glaciers all year,94.4 km,Part 36,Passing through Oregon's Clackamas Wilderness near Mount Hood (Wy'east) - -an active 3;429m stratovolcano with year-round glaciers. The trail skirts Olallie Butte overlooking numerous lakes and forests near Mount Jefferson. Mount Hood Wilderness; designated in 1964; offers pristine landscapes with alpine meadows; streams; and old-growth forests; renowned for hiking; backpacking; and climbing opportunities., Images/Segment39.jpg
37,-122.2060291,41.29436795,-120.7729367,39.9237451, Northern Washington & Canada Border - Pasayten Wilderness,Brigde of the Gods,-121.9179,45.6543, On this part You'll cross the Columbia River and also the border between Oregon and Washinton. On both sides You walk in forrest. This could be a good place to stock up as you come right through the town of Casade Locks which is the biggest city You will go through,94.4 km,Part 37,Cross the Columbia River and Oregon-Washington border through forests. Cascade Locks; the largest town on the trail; provides an excellent resupply opportunity., Images/Segment41.jpg
38,-120.7729367,39.9237451,-120.9819731,44.47995183,Northern Washington & Canada Border - Holman Pass,,,, Now You are walkning in Gifford Pinoct National Forrest. It contains over 1.3 milion acers of green forests soaring mountains; dewy meadows; and rapid streams,94.4 km,Part 38,The trail meanders through Indian Heaven Wilderness with old-growth forests; alpine lakes; and vibrant wildflower meadows. Diverse landscapes and changing elevations challenge and reward hikers as they pass Sawtooth Mountain; Bird Mountain; and Lemel Rock; offering wildlife observation opportunities. The area is especially known for brilliant autumn foliage colors., Images/Segment42.jpg
39,-120.9819731,44.47995183,-121.0040931,41.68499147, Northern Washington & Canada Border - Windy Pass, Mount Adams,-121.4879,46.2014, On this part You walk through the Mount Adams Wildersness; where the trail take you close to the mountan and the glacier,94.4 km,Part 39,Traverse Mount Adams Wilderness near the mountain and glacier; then through Goat Rocks Wilderness past Gilbert Peak (2;494m) - -the highest summit in the Goat Rocks; which are eroded remnants of an extinct stratovolcano. Meade Glacier lies on southeastern slopes while Conrad Glacier is on the north slope., Images/Segment43.jpg
40,-121.0040931,41.68499147,-118.7406261,35.49817852, Northern Washington & Canada Border - Castle Pass, Mount Rainer,-121.5672,45.5381, Mount Rainier is the most glaciated peak in the contiguous U.S.A.; spawning five major rivers. You will see subalpine wildflower meadows ring the icy volcano while ancient forest cloaks Mount Rainiers lower slopes,94.4 km,Part 40,Journey through William O. Douglas and Norse Peak Wilderness areas near Mount Rainier; America's most glaciated contiguous peak. Experience diverse ecosystems with subalpine wildflower meadows against stark white glaciers and ancient forests. The trail passes Norse Peak; Crown Point; and Pigtail Peak; each offering unique Mount Rainier vistas., Images/Segment44.jpg
41,-118.7406261,35.49817852,-121.6030659,42.04273335, Northern Washington & Canada Border - Monument 78 (Canada Border) ,,,,You are walking in Norse Peak Wildernes,94.4 km,Part 41,Visit Kelly Butte Lookout (1;640m) for panoramic Central Cascades views. Built in the 1920s and reconstructed in the 1950s; it overlooks surrounding forests and distant peaks. Pass through Snoqualmie Pass (919m); an important mountain gateway 50 miles east of Seattle carrying Interstate 90 across the Cascades., Images/Segment45.jpg
42,-121.6030659,42.04273335,-120.168978,39.96090822, Northern Washington & Canada Border - Manning Park (Canada),,,, You go thrugh Snoqualmie is best known as the home of Snoqualmie Falls- a breathtaking waterfall cascading 81.6 meter over granite cliffs. Snoqualmie Falls is the second most visited natural landmark in Washington after Mount Rainier. It is more than twice as high as Niagara Falls! ,94.4 km,Part 42,Traverse the Alpine Lakes Wilderness with rugged terrain; deep valleys; craggy peaks; and numerous alpine lakes. Key features include challenging climbs and scenic Chimney Rock. The Henry M. Jackson Wilderness (41;803 ha); created by the 1984 Washington Wilderness Act; features steep slopes and finger ridges with streams draining into the Sauk and Skykomish Rivers., Images/Segment46.jpg
43,-120.168978,39.96090822,-117.7005774,35.63222932, Northern Washington & Canada Border - Chilliwack, British Columbia,,,You are walking in Alpine Lake Wildernes,94.4 km,Part 43,This segment passes Mount David; a prominent 2;260-meter summit in Chelan County within Glacier Peak Wilderness on Okanogan-Wenatchee National Forest land., Images/Segment47.jpg
44,-117.7005774,35.63222932,-117.7006807,35.68607544, Northern Washington & Canada Border - Hope - British Columbia,,,, You are walking in the north and meeting several glaciers including Kennedy Peak and Glacier Peak,94.4 km,Part 44,Encounter Kennedy Peak and Glacier Peak (3;213m); Washington's fourth highest peak featuring several glaciers including White Chuck; Kennedy; and Suiattle. Surrounding Glacier Peak Wilderness spans approximately 229;075 ha; designated in 1964; known for steep rugged terrain; old-growth forests; and alpine lakes protecting the Sauk; Suiattle; and White Chuck Rivers with minimal human disturbance., Images/Segment48.jpg
45,-117.7006807,35.68607544,-121.3794886,47.0791355, Northern Washington & Canada Border - Fraser Valley ,,,, In theese segments the trail cover some of the most challenging and rewarding terrain of the PCT; culminating in the alpine glory of the North Cascades  This is the most northly part of the trail,94.4 km ,Part 45,This northernmost section features high alpine peaks and remote wilderness near Bonanza Peak; Mount Fernow; and Lake Chelan National Recreation Area. Significant elevation changes near Goode Mountain and Black Peak provide dramatic vistas. Mount Winthrop (2;393m) is visible before reaching the Northern Terminus at the US-Canada border near Manning Park; marked by a wooden monument., Images/Segment49.jpg
